Name,RT,ion
Benzyl nitrile,24.90444,89
Benzyl nitrile,24.90444,118
"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",24.90444,69
trans-Verbenol,24.90444,95
"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",24.90444,152
cis-3-Hexenyl iso-butyrate,24.9737,81
"Benzene, 1,2,3,4-tetramethyl-",24.9737,134
"Benzene, 1,2,3,4-tetramethyl-",24.9737,133
"2-Methyl-6-methyleneocta-2,7-dien-4-one",24.9737,83
"2-Methyl-6-methyleneocta-2,7-dien-4-one",24.9737,55
"2-Methyl-6-methyleneocta-2,7-dien-4-one",24.9737,39
cis-3-Hexenyl iso-butyrate,24.9737,71
Camphor,24.9737,109
"Trisulfide, diethyl",24.9737,45
"Trisulfide, diethyl",24.9737,35
Lilac aldehyde A,24.9737,153
Lilac aldehyde A,24.9737,111
Camphor,24.9737,152
Isopulegol,25.04296,95
Isopulegol,25.04296,136
"6-Octenal, 7-methyl-3-methylene-",25.11222,108
"6-Octenal, 7-methyl-3-methylene-",25.11222,81
"6-Octenal, 7-methyl-3-methylene-",25.11222,69
"2,7-Octadien-4-ol, 2-methyl-6-methylene-, (S)-",25.11222,83
"2,7-Octadien-4-ol, 2-methyl-6-methylene-, (S)-",25.11222,41
"2,7-Octadien-4-ol, 2-methyl-6-methylene-, (S)-",25.11222,85
"1,2,4-Trithiolane, 3,5-dimethyl-",25.18148,88
"Bicyclo[2.2.1]heptan-2-ol, 2,3,3-trimethyl-",25.18148,86
"2-Propionyl-3,4,5,6-tetrahydropyridine",25.18148,139
"2-Propionyl-3,4,5,6-tetrahydropyridine",25.18148,96
"1,2,4-Trithiolane, 3,5-dimethyl-",25.18148,154
"Bicyclo[2.2.1]heptan-2-ol, 2,3,3-trimethyl-",25.18148,136
"3-Cyclohexene-1-methanol, alpha,4-dimethyl-",25.18148,140
"2-Nonenal, (Z)-",25.18148,98
"2-Nonenal, (Z)-",25.18148,83
"Benzene, 1,2-dimethoxy-",25.18148,139
"Benzene, 1,2-dimethoxy-",25.18148,123
"3-Cyclohexene-1-methanol, alpha,4-dimethyl-",25.18148,107
"Ethanone, 1-(1,4-dimethyl-3-cyclohexen-1-yl)-",25.25074,152
"Ethanone, 1-(1,4-dimethyl-3-cyclohexen-1-yl)-",25.25074,137
"Hexanoic acid, 2-methylpropyl ester",25.25074,117
"5H-5-Methyl-6,7-dihydrocyclopentapyrazine",25.25074,133
"5H-5-Methyl-6,7-dihydrocyclopentapyrazine",25.25074,120
"Hexanoic acid, 2-methylpropyl ester",25.25074,99
"Phenol, 2,4-dimethyl-",25.32,121
"Benzene, 1,3-butadienyl-",25.32,129
"Pentanoic acid, pentyl ester",25.32,60
"Pentanoic acid, pentyl ester",25.32,57
"Benzene, 1,3-butadienyl-",25.32,130
"Phenol, 2,4-dimethyl-",25.32,122
"Propanoic acid, 3-(methylthio)-",25.32,47
"Propanoic acid, 2-methyl-, hexyl ester",25.32,89
"2,7-Octadien-4-ol, 2-methyl-6-methylene-",25.32,85
"2,7-Octadien-4-ol, 2-methyl-6-methylene-",25.32,41
"Propanoic acid, 2-methyl-, hexyl ester",25.32,71
"Trisulfide, methyl propyl",25.32,156
"Trisulfide, methyl propyl",25.32,112
"Propanoic acid, 3-(methylthio)-",25.32,45
"4H-Pyran-4-one, 2,3-dihydro-3,5-dihydroxy-6-methyl-",25.38926,101
"4H-Pyran-4-one, 2,3-dihydro-3,5-dihydroxy-6-methyl-",25.38926,144
"2,6-Nonadienal, (E,E)-",25.45852,41
"2,6-Nonadienal, (E,E)-",25.45852,39
"2,6-Nonadienal, (E,E)-",25.45852,70
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-",25.52778,139
"2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methyl-1-propenyl)-",25.52778,95
"Cyclohexanol, 1-methyl-4-(1-methylethenyl)-",25.52778,108
Citronellal,25.52778,154
Citronellal,25.52778,121
"2H-Pyran, 3,6-dihydro-4-methyl-2-(2-methyl-1-propenyl)-",25.52778,68
Lilac aldehyde B,25.59704,110
Lilac aldehyde B,25.59704,153
"Benzoic acid, 2-methyl-, methyl ester",25.59704,119
"Benzoic acid, 2-methyl-, methyl ester",25.59704,150
"4-Methyl-1,2,3-trithiolane",25.59704,74
"4-Methyl-1,2,3-trithiolane",25.59704,140
"6-Octenal, 3,7-dimethyl-, (S)-",25.59704,136
"6-Octenal, 3,7-dimethyl-, (S)-",25.59704,154
"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, trans-",25.59704,112
"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, trans-",25.59704,154
"3-Cyclohexene-1-carboxaldehyde, 1,3,4-trimethyl-",25.59704,109
"3-Cyclohexene-1-carboxaldehyde, 1,3,4-trimethyl-",25.59704,152
Cyclooctyl alcohol,25.6663,110
Cyclooctyl alcohol,25.6663,85
"1H-Indene, 3-methyl-",25.6663,77
"1H-Indene, 3-methyl-",25.6663,127
"2,6-Nonadienal, (E,Z)-",25.6663,69
"2,6-Nonadienal, (E,Z)-",25.6663,67
"2,6-Nonadienal, (E,Z)-",25.6663,39
"2,6-Nonadienal, (E,Z)-",25.6663,70
"Spiro[bicyclo[3.1.1]heptane-2,2'-oxirane], 6,6-dimethyl-",25.73556,137
"Spiro[bicyclo[3.1.1]heptane-2,2'-oxirane], 6,6-dimethyl-",25.73556,107
"3,6-Nonadien-1-ol, (E,Z)-",25.73556,122
"3,6-Nonadien-1-ol, (E,Z)-",25.73556,81
"Benzene, 1-ethenyl-4-methoxy-",25.73556,134
"Bicyclo[3.1.0]hexan-2-one, 5-(1-methylethyl)-",25.73556,138
"Bicyclo[3.1.0]hexan-2-one, 5-(1-methylethyl)-",25.73556,109
"3-Nonen-1-ol, (Z)-",25.73556,124
"3-Nonen-1-ol, (Z)-",25.73556,79
"Benzene, 1-ethenyl-4-methoxy-",25.73556,119
cis-Ocimenol,25.80482,136
Isoborneol,25.80482,67
Isoborneol,25.80482,139
cis-Ocimenol,25.80482,79
cis-Ocimenol,25.80482,121
"Pyrazine, 2,3-diethyl-5-methyl-",25.87408,150
"Pyrazine, 2,3-diethyl-5-methyl-",25.87408,149
(Z)-Prop-1-en-1-yl propanedithioate,25.94334,73
(Z)-Prop-1-en-1-yl propanedithioate,25.94334,146
Albene,25.94334,91
Albene,25.94334,95
Albene,25.94334,119
"2(3H)-Furanone, dihydro-5-propyl-",25.94334,55
"2(3H)-Furanone, dihydro-5-propyl-",25.94334,56
"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1alpha,2alpha,5alpha)-",26.0126,69
"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1alpha,2alpha,5alpha)-",26.0126,152
"Benzenemethanethiol, alpha-methyl-",26.0126,106
"Benzenemethanethiol, alpha-methyl-",26.0126,138
2-Nonenal,26.08186,81
2-Nonenal,26.08186,122
"2-Nonenal, (E)-",26.15112,111
"2-Nonenal, (E)-",26.15112,84
cis-Chrysanthenol,26.15112,152
cis-Chrysanthenol,26.15112,137
Benzenepropanal,26.15112,134
Benzenepropanal,26.15112,133
Benzenepropanal,26.15112,91
"Ethanethioic acid, S-(2-furanylmethyl) ester",26.22038,156
"Ethanethioic acid, S-(2-furanylmethyl) ester",26.22038,81
"Ethanone, 1-(2-hydroxyphenyl)-",26.22038,136
"2,3,5-Trimethyl-6-ethylpyrazine",26.22038,150
"Ethanone, 1-(2-hydroxyphenyl)-",26.22038,43
"p-Mentha-1(7),2-dien-8-ol",26.22038,94
"p-Mentha-1(7),2-dien-8-ol",26.22038,79
"p-Mentha-1(7),2-dien-8-ol",26.22038,59
"2,3,5-Trimethyl-6-ethylpyrazine",26.22038,149
(Z)-1-Methyl-3-(prop-1-en-1-yl)trisulfane,26.28964,79
"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, cis-",26.28964,113
"Cyclohexanone, 5-methyl-2-(1-methylethyl)-, cis-",26.28964,111
(Z)-1-Methyl-3-(prop-1-en-1-yl)trisulfane,26.28964,88
"Acetic acid, phenylmethyl ester",26.28964,150
"Undecane, 2-methyl-",26.28964,126
"Undecane, 2-methyl-",26.28964,127
"Acetic acid, phenylmethyl ester",26.28964,43
Pinocarvone,26.28964,150
Pinocarvone,26.28964,151
"Benzofuran, 4,5,6,7-tetrahydro-3,6-dimethyl-",26.3589,79
"Benzofuran, 4,5,6,7-tetrahydro-3,6-dimethyl-",26.3589,150
"Benzene, 1,3-dimethoxy-",26.42816,108
"Benzene, 1,3-dimethoxy-",26.42816,138
"Cyclohexanemethanol, alpha,alpha-dimethyl-4-methylene-",26.42816,59
"Cyclohexanemethanol, alpha,alpha-dimethyl-4-methylene-",26.42816,136
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",26.42816,96
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",26.42816,139
"p-Mentha-1,5-dien-8-ol",26.49742,119
"2,6-Nonadien-1-ol",26.49742,70
"2,6-Nonadien-1-ol",26.49742,54
"p-Mentha-1,5-dien-8-ol",26.49742,93
endo-Borneol,26.49742,96
"Thiophene, 2-pentyl-",26.49742,154
"Thiophene, 2-pentyl-",26.49742,41
endo-Borneol,26.49742,139
"Benzene, 1,4-dimethoxy-",26.56668,138
"Bicyclo[3.1.0]hexan-3-ol, 4-methyl-1-(1-methylethyl)-",26.56668,136
"Benzene, 1,4-dimethoxy-",26.56668,63
"Benzaldehyde, 3-ethyl-",26.56668,133
"Benzaldehyde, 3-ethyl-",26.56668,119
"Bicyclo[3.1.0]hexan-3-ol, 4-methyl-1-(1-methylethyl)-",26.56668,43
"Phenol, 4-ethyl-",26.63594,122
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-",26.63594,138
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-",26.63594,95
trans-Ocimenol,26.63594,136
trans-Ocimenol,26.63594,43
"trans,cis-2,6-Nonadien-1-ol",26.63594,93
"trans,cis-2,6-Nonadien-1-ol",26.63594,70
"Phenol, 4-ethyl-",26.63594,77
Lilac aldehyde D,26.63594,153
Lilac aldehyde D,26.63594,111
"Phenol, 3-ethyl-",26.63594,122
"Phenol, 3-ethyl-",26.63594,108
"Phenol, 3-ethyl-",26.63594,39
(E)-1-Methyl-3-(prop-1-en-1-yl)trisulfane,26.63594,71
(E)-1-Methyl-3-(prop-1-en-1-yl)trisulfane,26.63594,47
"Phenol, 4-ethyl-",26.63594,107
Benzoic acid,26.7052,122
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-",26.7052,123
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-",26.7052,111
"Undecane, 3-methyl-",26.7052,141
Benzoic acid,26.7052,77
Isoneral,26.7052,137
Isoneral,26.7052,119
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-, (R)-",26.7052,123
"4-Hexen-1-ol, 5-methyl-2-(1-methylethenyl)-, (R)-",26.7052,111
"Undecane, 3-methyl-",26.7052,71
"Phenol, 3,5-dimethyl-",26.77446,122
"Bicyclo[3.1.0]hex-3-en-2-one, 4-methyl-1-(1-methylethyl)-",26.77446,108
"Bicyclo[3.1.0]hex-3-en-2-one, 4-methyl-1-(1-methylethyl)-",26.77446,150
"Benzoic acid, ethyl ester",26.77446,105
"Benzoic acid, ethyl ester",26.77446,150
(6Z)-Nonen-1-ol,26.77446,43
(6Z)-Nonen-1-ol,26.77446,54
(6Z)-Nonen-1-ol,26.77446,56
"Phenol, 3,5-dimethyl-",26.77446,107
1-Nonanol,26.91298,84
"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1alpha,2beta,5alpha)-",26.91298,152
"Bicyclo[3.1.1]heptan-3-one, 2,6,6-trimethyl-, (1alpha,2beta,5alpha)-",26.91298,110
1-Nonanol,26.91298,68
"Ethanone, 1-(2-methylphenyl)-",26.91298,119
"Ethanone, 1-(2-methylphenyl)-",26.91298,65
"(3R,6S)-2,2,6-Trimethyl-6-vinyltetrahydro-2H-pyran-3-ol",26.91298,55
"Ethanone, 1-(2-methylphenyl)-",26.91298,134
"(3R,6S)-2,2,6-Trimethyl-6-vinyltetrahydro-2H-pyran-3-ol",26.91298,72
dl-Menthol,26.98224,95
dl-Menthol,26.98224,138
"(3E,5Z)-1,3,5-Undecatriene",26.98224,79
"(3E,5Z)-1,3,5-Undecatriene",26.98224,150
Levomenthol,27.0515,95
"1,2-Propanedione, 1-phenyl-",27.0515,43
"1,2-Propanedione, 1-phenyl-",27.0515,74
"1,2-Propanedione, 1-phenyl-",27.0515,106
Levomenthol,27.0515,138
"Pyrazine, 2-methoxy-3-(1-methylpropyl)-",27.0515,124
"Pyrazine, 2-methoxy-3-(1-methylpropyl)-",27.0515,151
"1-Propanone, 1-phenyl-",27.12076,105
"Benzaldehyde, 2-ethyl-",27.12076,116
"2-((3,3-Dimethyloxiran-2-yl)methyl)-3-methylfuran",27.12076,166
"1-Propanone, 1-phenyl-",27.12076,134
"2-((3,3-Dimethyloxiran-2-yl)methyl)-3-methylfuran",27.12076,151
"2-Nonen-1-ol, (E)-",27.12076,58
"6-Dodecene, (Z)-",27.12076,97
"Benzaldehyde, 2-ethyl-",27.12076,135
"2-Nonen-1-ol, (E)-",27.12076,69
"6-Dodecene, (Z)-",27.12076,168
"1,3,5,8-Undecatetraene",27.19002,91
Terpinen-4-ol,27.19002,136
Terpinen-4-ol,27.19002,154
"1,3,5,8-Undecatetraene",27.19002,148
"Benzeneacetic acid, methyl ester",27.25928,92
"Benzeneacetic acid, methyl ester",27.25928,150
"Formic acid, 2-phenylethyl ester",27.25928,104
"Benzeneacetic acid, methyl ester",27.25928,65
"2H-Pyran-3-ol, 6-ethenyltetrahydro-2,2,6-trimethyl-",27.25928,72
"2H-Pyran-3-ol, 6-ethenyltetrahydro-2,2,6-trimethyl-",27.25928,71
"Formic acid, 2-phenylethyl ester",27.25928,91
"Phenol, 2,3-dimethyl-",27.3978,107
"Phenol, 2,3-dimethyl-",27.3978,122
"Benzaldehyde, 4-ethyl-",27.3978,65
"Benzaldehyde, 4-ethyl-",27.3978,133
"Benzene, 1,3-dichloro-2-methyl-",27.3978,160
"Benzene, 1,3-dichloro-2-methyl-",27.3978,162
Isopinocarveol,27.3978,119
Isopinocarveol,27.3978,134
Octanoic acid,27.3978,60
Octanoic acid,27.3978,101
"(E,E)-1,3,5-Undecatriene",27.46706,150
"4-Dodecene, (E)-",27.46706,84
"4-Dodecene, (E)-",27.46706,67
"(E,E)-1,3,5-Undecatriene",27.46706,79
"Benzaldehyde, 2,4-dimethyl-",27.46706,133
"Benzaldehyde, 2,4-dimethyl-",27.46706,105
"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (R)-",27.53632,136
"3-Cyclohexen-1-ol, 4-methyl-1-(1-methylethyl)-, (R)-",27.53632,154
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1alpha,2beta,5beta)-",27.53632,95
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1alpha,2beta,5beta)-",27.53632,138
"(3Z,5E)-1,3,5-Undecatriene",27.53632,79
"(3Z,5E)-1,3,5-Undecatriene",27.53632,150
Naphthalene,27.53632,51
Naphthalene,27.53632,127
Naphthalene,27.53632,128
Naphthalene,27.53632,129
"Butanedioic acid, diethyl ester",27.53632,128
"Butanedioic acid, diethyl ester",27.53632,129
"Pyrazine, 2-methoxy-3-(2-methylpropyl)-",27.60558,151
"Ethanone, 1-(4-methylphenyl)-",27.60558,63
"Ethanone, 1-(4-methylphenyl)-",27.60558,120
"Pyrazine, 2-methoxy-3-(2-methylpropyl)-",27.60558,124
"1,4-Cyclohexanedione, 2,2,6-trimethyl-",27.60558,139
"Benzenemethanol, alpha,alpha,4-trimethyl-",27.60558,150
"Benzenemethanol, alpha,alpha,4-trimethyl-",27.60558,136
"1,4-Cyclohexanedione, 2,2,6-trimethyl-",27.60558,154
"2-Cyclohexene-1-methanol, 2,6,6-trimethyl-",27.67484,154
"2-Cyclohexene-1-methanol, 2,6,6-trimethyl-",27.67484,123
"2-Cyclohexen-1-one, 4-(1-methylethyl)-",27.67484,67
"2-Cyclohexen-1-one, 4-(1-methylethyl)-",27.67484,138
"3,6-Octadienal, 3,7-dimethyl-",27.67484,109
"2-Octenoic acid, methyl ester, (E)-",27.67484,125
"2-Octenoic acid, methyl ester, (E)-",27.67484,114
"3,6-Octadienal, 3,7-dimethyl-",27.67484,137
"Butanoic acid, 3-hexenyl ester, (E)-",27.7441,39
"Butanoic acid, 3-hexenyl ester, (E)-",27.7441,71
"Butanoic acid, 3-hexenyl ester, (E)-",27.7441,82
1-(2-Thienyl)-1-propanone,27.7441,39
1-(2-Thienyl)-1-propanone,27.7441,140
Dill ether,27.81336,138
Dill ether,27.81336,91
m-Ethylacetophenone,27.81336,148
m-Ethylacetophenone,27.81336,134
"7-Octenoic acid, ethyl ester",27.88262,124
"7-Octenoic acid, ethyl ester",27.88262,88
"4-Octenoic acid, ethyl ester, (Z)-",27.88262,124
"4-Octenoic acid, ethyl ester, (Z)-",27.88262,88
"1H-Pyrrole, 1-(2-furanylmethyl)-",27.88262,81
"1H-Pyrrole, 1-(2-furanylmethyl)-",27.88262,147
"Butanoic acid, 3-hexenyl ester, (Z)-",27.88262,71
"Butanoic acid, 3-hexenyl ester, (Z)-",27.88262,67
3-Decanone,27.88262,127
3-Decanone,27.88262,85
3-Decanone,27.88262,73
"Butanoic acid, 3-hexenyl ester, (Z)-",27.88262,82
Benzo[b]thiophene,27.95188,90
Benzo[b]thiophene,27.95188,134
Benzo[b]thiophene,27.95188,135
Benzo[b]thiophene,27.95188,89
"Bicyclo[3.1.1]heptane-2-carboxaldehyde, 6,6-dimethyl-",27.95188,124
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1alpha,2alpha,5alpha)-",27.95188,81
"Bicyclo[3.1.1]heptane-2-carboxaldehyde, 6,6-dimethyl-",27.95188,109
"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1alpha,2alpha,5alpha)-",27.95188,138
"Hexanoic acid, butyl ester",28.02114,39
"Hexanoic acid, butyl ester",28.02114,117
alpha-Terpineol,28.02114,65
alpha-Terpineol,28.02114,121
alpha-Terpineol,28.02114,136
L-alpha-Terpineol,28.0904,139
L-alpha-Terpineol,28.0904,107
"3,7-Octadiene-2,6-diol, 2,6-dimethyl-",28.0904,85
"3,7-Octadiene-2,6-diol, 2,6-dimethyl-",28.0904,67
"2-Butenoic acid, 2-methyl-, pentyl ester, (Z)-",28.0904,100
"3,7-Octadiene-2,6-diol, 2,6-dimethyl-",28.0904,82
alpha-Thujenal,28.0904,106
alpha-Thujenal,28.0904,39
1-Dodecene,28.0904,168
1-Dodecene,28.0904,97
"2-Butenoic acid, 2-methyl-, pentyl ester, (Z)-",28.0904,83
"(E)-2,6-Dimethylocta-3,7-diene-2,6-diol",28.15966,67
"(E)-2,6-Dimethylocta-3,7-diene-2,6-diol",28.15966,71
"(E)-2,6-Dimethylocta-3,7-diene-2,6-diol",28.15966,85
Methyl salicylate,28.22892,152
Methyl salicylate,28.22892,120
"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-, (1alpha,2beta,5alpha)-",28.22892,154
"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-, (1alpha,2beta,5alpha)-",28.22892,137
"Butanoic acid, hexyl ester",28.22892,39
"3-Vinyl-1,2-dithiacyclohex-5-ene",28.22892,69
"Butanoic acid, hexyl ester",28.22892,89
"3-Vinyl-1,2-dithiacyclohex-5-ene",28.22892,144
Creosol,28.29818,139
cis-4-Decenal,28.29818,84
Creosol,28.29818,95
cis-4-Decenal,28.29818,110
cis-4-Decenal,28.29818,97
2-Methoxy-5-methylphenol,28.29818,138
2-Decanone,28.29818,59
"Phenol, 3,4-dimethyl-",28.29818,122
"Bicyclo[3.1.1]hept-2-ene-2-carboxaldehyde, 6,6-dimethyl-",28.29818,108
"Bicyclo[3.1.1]hept-2-ene-2-carboxaldehyde, 6,6-dimethyl-",28.29818,117
2-Methoxy-5-methylphenol,28.29818,77
2-Decanone,28.29818,55
"Phenol, 3,4-dimethyl-",28.29818,121
"Benzenemethanol, alpha-methyl-, acetate",28.36744,122
"Benzenemethanol, alpha-methyl-, acetate",28.36744,164
"Bicyclo[3.1.1]hept-2-ene-2-methanol, 6,6-dimethyl-",28.4367,119
"Bicyclo[3.1.1]hept-2-ene-2-methanol, 6,6-dimethyl-",28.4367,92
"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, cis-",28.4367,139
"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, cis-",28.4367,93
"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, cis-",28.4367,83
"3-Octen-1-ol, acetate, (Z)-",28.4367,69
"6-Octen-1-ol, 7-methyl-3-methylene-",28.4367,111
"6-Octen-1-ol, 7-methyl-3-methylene-",28.4367,109
"6-Octen-1-ol, 7-methyl-3-methylene-",28.4367,93
"3-Octen-1-ol, acetate, (Z)-",28.4367,110
cis-Dihydrocarvone,28.4367,137
"Butanoic acid, 2-hexenyl ester, (E)-",28.4367,83
"Butanoic acid, 2-hexenyl ester, (E)-",28.4367,82
"Butanoic acid, 2-hexenyl ester, (E)-",28.4367,67
"Butanoic acid, 2-hexenyl ester, (E)-",28.4367,43
"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-",28.4367,136
"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-",28.4367,111
"Cyclohexanol, 2-methyl-5-(1-methylethenyl)-",28.4367,107
cis-Dihydrocarvone,28.4367,152
Estragole,28.50596,147
"2(5H)-Furanone, 5-ethyl-3-hydroxy-4-methyl-",28.50596,97
"Carbonotrithioic acid, dimethyl ester",28.50596,93
"Carbonotrithioic acid, dimethyl ester",28.50596,47
"Octanoic acid, ethyl ester",28.50596,127
"4H-Pyran-4-one, 3,5-dihydroxy-2-methyl-",28.50596,143
"Benzaldehyde, 3-methoxy-",28.50596,135
"Benzaldehyde, 3-methoxy-",28.50596,65
"4H-Pyran-4-one, 3,5-dihydroxy-2-methyl-",28.50596,113
Estragole,28.50596,148
"Octanoic acid, ethyl ester",28.50596,88
"2(5H)-Furanone, 5-ethyl-3-hydroxy-4-methyl-",28.50596,142
"Cyclohexanol, 1-methyl-4-(1-methylethylidene)-",28.57522,137
"Cyclohexanol, 1-methyl-4-(1-methylethylidene)-",28.57522,111
"Cyclohexanol, 1-methyl-4-(1-methylethylidene)-",28.57522,136
(Z)-(E)-2-Methylbut-2-en-1-yl 2-methylbut-2-enoate,28.64448,83
(Z)-(E)-2-Methylbut-2-en-1-yl 2-methylbut-2-enoate,28.64448,101
"4-Decenal, (E)-",28.64448,84
"4-Decenal, (E)-",28.64448,136
"3-Vinyl-1,2-dithiacyclohex-4-ene",28.64448,97
"3-Vinyl-1,2-dithiacyclohex-4-ene",28.64448,144
"Phenol, 2-(1-methylethyl)-",28.71374,103
"Phenol, 2-(1-methylethyl)-",28.71374,136
Dodecane,28.724,85
Dodecane,28.724,39
2-Decanol,28.724,69
2-Decanol,28.724,57
2-Decanol,28.724,45
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-",28.85108,137
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-",28.85108,152
"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-",28.85108,121
"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-",28.85108,150
"2-Dodecene, (Z)-",28.91916,97
"2-Dodecene, (Z)-",28.91916,168
"4H-1,2,3-Trithiine",28.91916,39
"4H-1,2,3-Trithiine",28.91916,103
"4H-1,2,3-Trithiine",28.91916,136
"3-Octenoic acid, ethyl ester",28.98724,124
"3-Octenoic acid, ethyl ester",28.98724,170
"Butanoic acid, 4-hexenyl ester, (Z)-",28.98724,41
"Butanoic acid, 4-hexenyl ester, (Z)-",28.98724,82
"Phenol, 2,4,6-trimethyl-",29.05532,135
"Phenol, 2,4,6-trimethyl-",29.05532,136
"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-, (1S)-",29.05532,135
"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-, (1S)-",29.05532,150
"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-",29.1234,135
"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-",29.1234,150
Decanal,29.19148,112
Decanal,29.19148,110
"2-Vinyl-4H-1,3-dithiine",29.19148,111
"2-Vinyl-4H-1,3-dithiine",29.19148,144
"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, trans-",29.32764,84
"2-Cyclohexen-1-ol, 3-methyl-6-(1-methylethyl)-, trans-",29.32764,139
4-Undecanone,29.32764,127
4-Undecanone,29.32764,170
Catechol,29.32764,39
Catechol,29.32764,110
"Benzaldehyde, 2,5-dimethyl-",29.32764,133
"Benzaldehyde, 2,5-dimethyl-",29.32764,134
"Undecane, 2,4-dimethyl-",29.32764,69
"Undecane, 2,4-dimethyl-",29.32764,126
"Undecane, 2,6-dimethyl-",29.4638,113
"Acetic acid, octyl ester",29.4638,112
"Undecane, 2,6-dimethyl-",29.4638,112
(-)-trans-Isopiperitenol,29.4638,108
"Acetic acid, octyl ester",29.4638,61
(-)-trans-Isopiperitenol,29.4638,91
Lilac alcohol A,29.53188,111
Lilac alcohol A,29.53188,155
"Nerol, methyl ether",29.59996,93
"Nerol, methyl ether",29.59996,136
"Benzene, 1-methyl-4-nitro-",29.59996,77
"Benzene, 1-methyl-4-nitro-",29.59996,89
"2,4-Nonadienal",29.66804,41
"2,4-Nonadienal",29.66804,82
(-)-Myrtenol,29.66804,79
(-)-Myrtenol,29.66804,108
"3,6-Dimethyl-2,3,3a,4,5,7a-hexahydrobenzofuran",29.73612,138
"3,6-Dimethyl-2,3,3a,4,5,7a-hexahydrobenzofuran",29.73612,152
"1,6-Octadien-3-ol, 3,7-dimethyl-, formate",29.8042,136
"Benzoic acid, 4-methyl-, methyl ester",29.8042,150
"Benzoic acid, 4-methyl-, methyl ester",29.8042,65
"1,6-Octadien-3-ol, 3,7-dimethyl-, formate",29.8042,80
"2,4-Nonadienal, (E,E)-",29.87228,67
"2,4-Nonadienal, (E,E)-",29.87228,138
trans-Carveol,29.94036,134
trans-Carveol,29.94036,152
"Benzoic acid, 1-methylethyl ester",29.94036,105
"Benzoic acid, 1-methylethyl ester",29.94036,164
"2-Oxabicyclo[2.2.2]octan-6-one, 1,3,3-trimethyl-",29.94036,140
"2-Oxabicyclo[2.2.2]octan-6-one, 1,3,3-trimethyl-",29.94036,168
Lilac alcohol B,30.07652,111
Lilac alcohol C,30.07652,155
Lilac alcohol C,30.07652,111
Lilac alcohol B,30.07652,155
Carveol,30.07652,132
Carveol,30.07652,109
(Z)-3-Phenylacrylaldehyde,30.07652,132
(Z)-3-Phenylacrylaldehyde,30.07652,77
"1-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-",30.1446,109
"1-Cyclohexene-1-carboxaldehyde, 2,6,6-trimethyl-",30.1446,153
"Formamide, N-phenyl-",30.21268,66
"Formamide, N-phenyl-",30.21268,122
"1,2-Benzisothiazole",30.21268,91
"1,2-Benzisothiazole",30.21268,135
"Ethanone, 1-(2,4-dimethylphenyl)-",30.21268,133
"Ethanone, 1-(2,4-dimethylphenyl)-",30.21268,148
"Benzaldehyde, 2-methoxy-",30.28076,118
"Benzaldehyde, 2-methoxy-",30.28076,119
Fenchyl acetate,30.34884,136
Fenchyl acetate,30.34884,81
"Benzofuran, 2,3-dihydro-",30.41692,120
